# Mix output version 10
# Intel(R) SDE version: 8.50.0 external
# Starting tid 1,  OS-TID 2392
# FINI: end of program

# EMIT_IMAGE_ADDRESSES 
# 
#    IMAGE NAME                                                                              LOW ADDRESS   HIGH ADDRESS  
# 
C:\Windows\system32\kernel32.dll                                                             000077330000  00007744efff
C:\Windows\system32\USER32.dll                                                               000077450000  000077549fff
C:\Windows\SYSTEM32\ntdll.dll                                                                000077550000  0000776eefff
C:\Windows\system32\rundll32.exe                                                             0000ffe00000  0000ffe0ffff
C:\Windows\system32\dwmapi.dll                                                               07fefb660000  07fefb677fff
C:\Windows\system32\uxtheme.dll                                                              07fefba90000  07fefbae5fff
C:\Windows\system32\PROPSYS.dll                                                              07fefbaf0000  07fefbc1bfff
C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757\comctl32.dll   07fefbe10000  07fefc003fff
C:\Windows\system32\CRYPTBASE.dll                                                            07fefd080000  07fefd08efff
C:\Windows\system32\KERNELBASE.dll                                                           07fefd570000  07fefd5d9fff
C:\Windows\system32\SHLWAPI.dll                                                              07fefd5e0000  07fefd650fff
C:\Windows\system32\RPCRT4.dll                                                               07fefd660000  07fefd78bfff
C:\Windows\system32\MSCTF.dll                                                                07fefd790000  07fefd898fff
C:\Windows\system32\USP10.dll                                                                07fefd8a0000  07fefd96afff
C:\Windows\system32\GDI32.dll                                                                07fefdb50000  07fefdbb6fff
C:\Windows\system32\LPK.dll                                                                  07fefe020000  07fefe02dfff
C:\Windows\system32\msvcrt.dll                                                               07fefe030000  07fefe0cefff
C:\Windows\system32\OLEAUT32.dll                                                             07fefe0d0000  07fefe1a9fff
C:\Windows\system32\ADVAPI32.dll                                                             07fefe1b0000  07fefe28afff
C:\Windows\system32\shell32.dll                                                              07fefe2a0000  07feff029fff
C:\Windows\system32\imagehlp.dll                                                             07feff0d0000  07feff0e8fff
C:\Windows\system32\ole32.dll                                                                07feff0f0000  07feff2ebfff
C:\Windows\system32\IMM32.DLL                                                                07feff2f0000  07feff31dfff
C:\Windows\SYSTEM32\sechost.dll                                                              07feff320000  07feff33efff
# END_IMAGE_ADDRESSES

# ==============================================
# STATS FOR TID 1  OS-TID  2392 EMIT# 1
# ==============================================
# EMIT_TOP_BLOCK_STATS FOR TID 1  OS-TID 2392 EMIT # 1 EVENT=ICOUNT
BLOCK:     0   PC: 000000007757a1c0   ICOUNT:      3965   EXECUTIONS:       305   #BYTES: 33   %: 0.978   cumltv%: 0.978  FN: RtlFreeHeap  IMG: C:\Windows\SYSTEM32\ntdll.dll  OFFSET: 2a1c0
JMP                                                                    6
JNL                                                                    6
JNZ                                                                    6
JZ                                                                     5
MOV                                                                   30
POP                                                                    6
PUSH                                                                   6
RET_NEAR                                                              12
SUB                                                                   12
TEST                                                                   8
XOR                                                                    6
*total                                                               151
#
# $dynamic-counts-for-function: GetQueueStatus  IMG: C:\Windows\system32\USER32.dll at [0x07745b910, 0x07745ba1c)   0.037%
#
# TID 1
#       opcode                 count
#
*stack-read                                                           19
*stack-write                                                          18
*iprel-read                                                            9
*mem-read-4                                                           10
*mem-read-8                                                           36
*mem-write-8                                                          18
*mem-read                                                             46
*mem-write                                                            18
*mem                                                                  64
*isa-ext-BASE                                                        150
*isa-set-I86                                                         150
*category-BINARY                                                      46
*category-CALL                                                        18
*category-COND_BR                                                     21
*category-DATAXFER                                                    36
*category-LOGICAL                                                     11
*category-RET                                                         18
*ilen-1                                                               18
*ilen-2                                                               10
*ilen-4                                                               36
*ilen-5                                                               27
*ilen-6                                                               30
*ilen-7                                                               19
*ilen-8                                                                1
*ilen-9                                                                9
*gpr64                                                                90
*legacy-prefixes-0                                                    95
*legacy-prefixes-1                                                    46
*legacy-prefixes-2                                                     9
*legacy-prefixes-and-escapes-0                                        74
*legacy-prefixes-and-escapes-1                                        67
*legacy-prefixes-and-escapes-2                                         9
*segment_prefix                                                        9
*rex_prefix                                                           55
*rexw_prefix                                                          54
*rexb_prefix                                                           1
*loadop                                                               46
*one-memops                                                           64
*cond-branch-forward                                                  12
*cond-branch-backward                                                  9
*disp_only                                                             9
*base_only                                                            36
*base_disp                                                            19
*scale_1                                                              64
*memdisp8                                                              1
*memdisp32                                                            27
ADD                                                                   18
CALL_NEAR                                                             18
CMP                                                                   10
JLE                                                                    1
JNZ                                                                   19
JZ                                                                     1
MOV                                                                   36
RET_NEAR                                                              18
SUB                                                                   18
TEST                                                                  11
*total                                                               150
#
# $dynamic-counts-for-function: UpdateWindow  IMG: C:\Windows\system32\USER32.dll at [0x077462750, 0x077462ab4)   0.037%
#
# TID 1
#       opcode                 count
#
*stack-read                                                            9
*stack-write                                                          14
*iprel-read                                                            2
*mem-read-1                                                            4
*mem-read-4                                                            9
*mem-read-8                                                           13
*mem-write-4                                                           1
*mem-write-8                                                          13
*mem-read                                                             26
*mem-write                                                            14
*mem                                                                  37
*isa-ext-BASE                                                        149
*isa-set-I386                                                          5
*isa-set-I86                                                         144
*category-BINARY                                                      31
*category-BITBYTE                                                      2
*category-CALL                                                         5
*category-COND_BR                                                     40
*category-DATAXFER                                                    23
*category-LOGICAL                                                     20
*category-MISC                                                         4
*category-NOP                                                          4
*category-POP                                                          7
*category-PUSH                                                         7
*category-RET                                                          2
*category-UNCOND_BR                                                    4
*ilen-1                                                               12
*ilen-2                                                               41
*ilen-3                                                               15
*ilen-4                                                               12
*ilen-5                                                               15
*ilen-6                                                               41
*ilen-7                                                                7
*ilen-8                                                                3
*ilen-9                                                                3
*nop-ilen-1                                                            4
*gpr64                                                                31
*legacy-prefixes-0                                                   108
*legacy-prefixes-1                                                    41
*legacy-prefixes-and-escapes-0                                        72
*legacy-prefixes-and-escapes-1                                        72
*legacy-prefixes-and-escapes-2                                         5
*rex_prefix                                                           41
*rexw_prefix                                                          10
*rexr_prefix                                                           8
*rexx_prefix                                                           6
*rexb_prefix                                                          27
*loadop                                                               24
*one-memops                                                           34
*two-memops                                                            3
*cond-branch-forward                                                  27
*cond-branch-backward                                                 13
*base_only                                                            20
*base_disp                                                            11
*base_index_disp                                                       6
*scale_1                                                              38
*scale_8                                                               3
*memdisp8                                                             10
*memdisp32                                                            11
ADD                                                                    1
AND                                                                    8
BTR                                                                    2
CALL_NEAR                                                              5
CMP                                                                   29
JBE                                                                   11
JL                                                                     1
JMP                                                                    4
JNBE                                                                  11
JNL                                                                    1
JNLE                                                                   2
JNZ                                                                    4
JZ                                                                    10
LEA                                                                    4
MOV                                                                   20
MOVZX                                                                  3
NOP                                                                    4
OR                                                                     1
POP                                                                    7
PUSH                                                                   7
RET_NEAR                                                               2
SUB                                                                    1
TEST                                                                  11
*total                                                               149
#
# $dynamic-counts-for-function: GetClassLongPtrW  IMG: C:\Windows\system32\USER32.dll at [0x077465230, 0x0774652cc)   0.036%
#
# TID 1
#       opcode                 count
#
*stack-read                                                           15
*stack-write                                                          20
*mem-read-8                                                           27
*mem-write-8                                                          20
*mem-read                                                             27
*mem-write                                                            20
*mem                                                                  47
*isa-ext-BASE                                                        148
*isa-set-I86                                                         148
*category-BINARY                                                      32
*category-CALL                                                        15
*category-COND_BR                                                     12
*category-DATAXFER                                                    42
*category-LOGICAL                                                     15
*category-POP                                                          5
*category-PUSH                                                         5
*category-RET                                                         10
*category-UNCOND_BR                                                   12
*ilen-1                                                               15
*ilen-2                                                               35
*ilen-3                                                               42
*ilen-4                                                               27
*ilen-5                                                               17
*ilen-6                                                                7
*ilen-7                                                                5
*gpr64                                                                94
*legacy-prefixes-0                                                    74
*legacy-prefixes-1                                                    74
*legacy-prefixes-and-escapes-0                                        67
*legacy-prefixes-and-escapes-1                                        81
*rex_prefix                                                           74
*rexw_prefix                                                          59
*rexr_prefix                                                          30
*rexb_prefix                                                          15
*loadop                                                               40
*one-memops                                                           47
*cond-branch-forward                                                  12
*base_only                                                            35
*base_disp                                                            10
*base_index                                                            2
*scale_1                                                              47
*memdisp8                                                              5
*memdisp32                                                             5
ADD                                                                   15
CALL_NEAR                                                             15
CMP                                                                    2
JMP                                                                   12
JNS                                                                    5
JZ                                                                     7
MOV                                                                   42
POP                                                                    5
PUSH                                                                   5
RET_NEAR                                                              10
SUB                                                                   15
TEST                                                                  10
XOR                                                                    5
*total                                                               148
#
# $dynamic-counts-for-function: SelectClipRgn  IMG: C:\Windows\system32\GDI32.dll at [0x7fefdb52f60, 0x7fefdb52fd0)   0.036%
#
# TID 1
#       opcode                 count
#
*iprel-read                                                            9
*mem-read-2                                                            9
*mem-read-4                                                           44
*mem-write-4                                                          27
*mem-write-8                                                           9
*mem-read                                                             53
*mem-write                                                            36
*mem                                                                  71
*isa-ext-BASE                                                        148
*isa-set-I386                                                          9
*isa-set-I86                                                         139
*category-BINARY                                                      45
*category-COND_BR                                                     18
*category-DATAXFER                                                    60
*category-LOGICAL                                                      9
*category-UNCOND_BR                                                   16
*ilen-2                                                               17
*ilen-3                                                               27
*ilen-5                                                               16
*ilen-6                                                               53
*ilen-7                                                               17
*ilen-8                                                                9
*ilen-9                                                                9
*gpr64                                                                18
*legacy-prefixes-0                                                    96
*legacy-prefixes-1                                                    52
*legacy-prefixes-and-escapes-0                                        87
*legacy-prefixes-and-escapes-1                                        52
*legacy-prefixes-and-escapes-2                                         9
*rex_prefix                                                           52
*rexw_prefix                                                          18
*rexr_prefix                                                           8
*rexb_prefix                                                          34
*loadop                                                               27
*one-memops                                                           71
*cond-branch-forward                                                   9
*cond-branch-backward                                                  9
*base_disp                                                            53
*base_index_disp                                                      18
*scale_1                                                              71
*memdisp32                                                            71
ADD                                                                   18
AND                                                                    9
CMP                                                                   18
INC                                                                    9
JB                                                                     9
JMP                                                                   16
JZ                                                                     9
MOV                                                                   51
MOVZX                                                                  9
*total                                                               148
#
# $dynamic-counts-for-function: GetTextAlign  IMG: C:\Windows\system32\GDI32.dll at [0x7fefdb53740, 0x7fefdb53798)   0.036%
#
# TID 1
#       opcode                 count
#
*stack-read                                                            7
*iprel-read                                                           14
*mem-read-1                                                            7
*mem-read-2                                                            7
*mem-read-4                                                           21
*mem-read-8                                                           21
*mem-read                                                             56
*mem                                                                  56
*isa-ext-BASE                                                        147
*isa-set-I186                                                          7
*isa-set-I386                                                          7
*isa-set-I86                                                         133
*category-BINARY                                                      28
*category-COND_BR                                                     35
*category-DATAXFER                                                    42
*category-LOGICAL                                                     21
*category-MISC                                                         7
*category-RET                                                          7
*category-SHIFT                                                        7
*ilen-1                                                                7
*ilen-2                                                               35
*ilen-3                                                               28
*ilen-4                                                               21
*ilen-5                                                               21
*ilen-6                                                               21
*ilen-7                                                               14
*gpr64                                                                42
*legacy-prefixes-0                                                    70
*legacy-prefixes-1                                                    70
*legacy-prefixes-2                                                     7
*legacy-prefixes-and-escapes-0                                        63
*legacy-prefixes-and-escapes-1                                        77
*legacy-prefixes-and-escapes-2                                         7
*66_prefix                                                             7
*rex_prefix                                                           77
*rexw_prefix                                                          35
*rexr_prefix                                                          14
*rexb_prefix                                                          42
*loadop                                                               28
*one-memops                                                           56
*cond-branch-forward                                                  35
*base_only                                                             7
*base_disp                                                            21
*base_index_disp                                                      28
*scale_1                                                              28
*scale_2                                                               7
*scale_8                                                              28
*memdisp8                                                             28
*memdisp32                                                            21
AND                                                                    7
CMP                                                                   28
JNB                                                                    7
JNZ                                                                   21
JZ                                                                     7
LEA                                                                    7
MOV                                                                   35
MOVZX                                                                  7
OR                                                                     7
RET_NEAR                                                               7
SHR                                                                    7
TEST                                                                   7
*total                                                               147
#
# $dynamic-counts-for-function: GetUserObjectInformationW  IMG: C:\Windows\system32\USER32.dll at [0x07745f950, 0x07745fa50)   0.036%
#
# TID 1
#       opcode                 count
#
*stack-read                                                           30
*stack-write                                                          24
*mem-read-4                                                            9
*mem-read-8                                                           36
*mem-write-4                                                          12
*mem-write-8                                                          30
*mem-read                                                             45
*mem-write                                                            42
*mem                                                                  78
*isa-ext-BASE                                                        147
*isa-set-I86                                                         147
*category-BINARY                                                      12
*category-COND_BR                                                     21
*category-DATAXFER                                                    78
*category-LOGICAL                                                     21
*category-MISC                                                         6
*category-POP                                                          3
*category-PUSH                                                         3
*category-RET                                                          3
*ilen-1                                                                3
*ilen-2                                                               18
*ilen-3                                                               21
*ilen-4                                                               42
*ilen-5                                                               18
*ilen-6                                                               27
*ilen-7                                                               12
*ilen-8                                                                6
*gpr64                                                                90
*legacy-prefixes-0                                                    60
*legacy-prefixes-1                                                    87
*legacy-prefixes-and-escapes-0                                        45
*legacy-prefixes-and-escapes-1                                       102
*rex_prefix                                                           87
*rexw_prefix                                                          81
*rexr_prefix                                                           3
*rexb_prefix                                                          27
*loadop                                                               18
*one-memops                                                           78
*cond-branch-forward                                                  21
*base_only                                                            15
*base_disp                                                            63
*scale_1                                                              84
*memdisp8                                                             57
*memdisp32                                                            12
AND                                                                    9
CMP                                                                    9
JB                                                                     3
JNZ                                                                    6
JZ                                                                    12
LEA                                                                    6
MOV                                                                   78
POP                                                                    3
PUSH                                                                   3
RET_NEAR                                                               3
SUB                                                                    3
TEST                                                                  12
*total                                                               147
#
# $dynamic-counts-for-function: EtwTraceMessageVa  IMG: C:\Windows\SYSTEM32\ntdll.dll at [0x07755ba20, 0x07755bde0)   0.036%
#
# TID 1
#       opcode                 count
#
*stack-read                                                            1
*iprel-read                                                            1
*mem-read-4                                                           46
*mem-read-8                                                           25
*mem-write-4                                                          23
*mem-read                                                             71
*mem-write                                                            23
*mem                                                                  71
*isa-ext-BASE                                                        145
*isa-set-FAT_NOP                                                       1
*isa-set-I386                                                         23
*isa-set-I86                                                         121
*category-BINARY                                                      24
*category-BITBYTE                                                     23
*category-COND_BR                                                     47
*category-DATAXFER                                                    24
*category-LOGICAL                                                     24
*category-MISC                                                         1
*category-RET                                                          1
*category-WIDENOP                                                      1
*ilen-2                                                               26
*ilen-3                                                               47
*ilen-5                                                               23
*ilen-6                                                               23
*ilen-7                                                               25
*ilen-11                                                               1
*nop-ilen-11                                                           1
*gpr64                                                                50
*legacy-prefixes-0                                                    95
*legacy-prefixes-1                                                    50
*legacy-prefixes-and-escapes-0                                        49
*legacy-prefixes-and-escapes-1                                        95
*legacy-prefixes-and-escapes-2                                         1
*66_prefix                                                             1
*rex_prefix                                                           49
*rexw_prefix                                                          49
*loadop                                                               48
*one-memops                                                           72
*cond-branch-forward                                                  24
*cond-branch-backward                                                 23
*base_only                                                            24
*base_disp                                                            47
*base_index_disp                                                       1
*scale_1                                                              73
*memdisp8                                                             46
*memdisp32                                                             3
AND                                                                   23
BT                                                                    23
CMP                                                                   24
JNB                                                                   23
JNZ                                                                   23
JZ                                                                     1
LEA                                                                    1
MOV                                                                   24
NOP                                                                    1
RET_NEAR                                                               1
XOR                                                                    1
*total                                                               145
#
# $dynamic-counts-for-function: WinSqmStartSession  IMG: C:\Windows\SYSTEM32\ntdll.dll at [0x077643700, 0x077645200)   0.035%
#
# TID 1
#       opcode                 count
#
*stack-read                                                            7
*stack-write                                                           3
*iprel-read                                                            2
*mem-read-1                                                            2
*mem-read-2                                                           13
*mem-read-8                                                            8
*mem-write-8                                                           7
*mem-read                                                             23
*mem-write                                                             7
*mem                                                                  30
*isa-ext-BASE                                                        141
*isa-set-CMOV                                                          1
*isa-set-FAT_NOP                                                       1
*isa-set-I386                                                         14
*isa-set-I86                                                         125
*category-BINARY                                                      51
*category-CALL                                                         1
*category-CMOV                                                         1
*category-COND_BR                                                     42
*category-DATAXFER                                                    33
*category-LOGICAL                                                      8
*category-MISC                                                         1
*category-POP                                                          1
*category-PUSH                                                         1
*category-RET                                                          1
*category-WIDENOP                                                      1
*ilen-1                                                                3
*ilen-2                                                               22
*ilen-3                                                               35
*ilen-4                                                               43
*ilen-5                                                                3
*ilen-6                                                               24
*ilen-7                                                                4
*ilen-8                                                                7
*nop-ilen-8                                                            1
*gpr64                                                                49
*legacy-prefixes-0                                                    67
*legacy-prefixes-1                                                    74
*legacy-prefixes-and-escapes-0                                        29
*legacy-prefixes-and-escapes-1                                       110
*legacy-prefixes-and-escapes-2                                         2
*66_prefix                                                            24
*rex_prefix                                                           50
*rexw_prefix                                                          45
*rexr_prefix                                                           9
*rexb_prefix                                                           6
*loadop                                                                7
*one-memops                                                           31
*cond-branch-forward                                                  30
*cond-branch-backward                                                 12
*base_only                                                            17
*base_disp                                                            13
*base_index_disp                                                       1
*scale_1                                                              32
*memdisp8                                                              6
*memdisp32                                                             9
ADD                                                                    1
CALL_NEAR                                                              1
CMOVNZ                                                                 1
CMP                                                                   37
JB                                                                     1
JNB                                                                   12
JZ                                                                    29
LEA                                                                    1
MOV                                                                   19
MOVZX                                                                 14
NOP                                                                    1
POP                                                                    1
PUSH                                                                   1
RET_NEAR                                                               1
SUB                                                                   13
TEST                                                                   6
XOR                                                                    2
*total                                                               141
#
# $dynamic-counts-for-function: SendInput  IMG: C:\Windows\system32\USER32.dll at [0x077478c90, 0x077478cd8)   0.035%
#
# TID 1
#       opcode                 count
#
*stack-read                                                           28
*stack-write                                                          14
*iprel-read                                                           14
*mem-read-4                                                           14
*mem-read-8                                                           42
*mem-write-8                                                          14
*mem-read                                                             56
*mem-write                                                            14
*mem                                                                  70
*isa-ext-BASE                                                        140
*isa-set-I86                                                         140
*category-BINARY                                                      56
*category-CALL                                                        14
*category-COND_BR                                                     28
*category-DATAXFER                                                    14
*category-RET                                                         14
*category-UNCOND_BR                                                   14
*ilen-1                                                               14
*ilen-2                                                               14
*ilen-3                                                               14
*ilen-4                                                               28
*ilen-5                                                               28
*ilen-6                                                               28
*ilen-8                                                               14
*gpr64                                                                84
*legacy-prefixes-0                                                    84
*legacy-prefixes-1                                                    56
*legacy-prefixes-and-escapes-0                                        56
*legacy-prefixes-and-escapes-1                                        84
*rex_prefix                                                           56
*rexw_prefix                                                          56
*loadop                                                               56
*one-memops                                                           70
*cond-branch-forward                                                  28
*base_only                                                            42
*base_disp                                                            28
*scale_1                                                              70
*memdisp8                                                             14
*memdisp32                                                            14
ADD                                                                   14
CALL_NEAR                                                             14
CMP                                                                   28
JMP                                                                   14
JNZ                                                                   14
JZ                                                                    14
MOV                                                                   14
RET_NEAR                                                              14
SUB                                                                   14
*total                                                               140
#
# $dynamic-counts-for-function: _CrtDoForAllClientObjects  IMG: C:\Windows\system32\msvcrt.dll at [0x7fefe031bc0, 0x7fefe0325dc)   0.034%
#
# TID 1
#       opcode                 count
#
*mem-atomic                                                            3
*stack-read                                                            4
*stack-write                                                           9
*iprel-read                                                            1
*mem-read-4                                                            3
*mem-read-8                                                           35
*mem-write-4                                                           3
*mem-write-8                                                           9
*mem-read                                                             38
*mem-write                                                            12
*mem                                                                  47
*isa-ext-BASE                                                        139
*isa-set-I86                                                         139
*category-BINARY                                                      31
*category-CALL                                                         6
*category-COND_BR                                                     39
*category-DATAXFER                                                    30
*category-LOGICAL                                                     19
*category-MISC                                                         8
*category-NOP                                                          2
*category-POP                                                          1
*category-PUSH                                                         1
*category-RET                                                          2
*ilen-1                                                                6
*ilen-2                                                               18
*ilen-3                                                               24
*ilen-4                                                               32
*ilen-5                                                               19
*ilen-6                                                               22
*ilen-7                                                               17
*ilen-8                                                                1
*nop-ilen-1                                                            2
*gpr64                                                                89
